customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,event_id,batch_date,score,predicted_label,priority_band,case_status,analyst_owner,sla_hours_remaining
5760-FXFVO,Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,494.95,evt_000116,2026-01-01,0.7585419467478878,1,Critical,Investigating,M. Ali,5
1174-FGIFN,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,90.45,2509.25,evt_000117,2026-01-01,0.563529812748905,1,High,New,Unassigned,7
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,evt_000118,2026-01-01,0.16830389317291733,0,Low,Resolved,Unassigned,24
6194-HBGQN,Male,0,No,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.15,4126.2,evt_000119,2026-01-01,0.10764131539338107,0,Low,Investigating,Unassigned,6
0516-OOHAR,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,evt_000120,2026-01-01,0.44144101916869055,0,Moderate,Resolved,Unassigned,17
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,evt_000121,2026-01-01,0.750085658993906,1,Critical,Investigating,R. Ahmed,27
9025-ZRPVR,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,evt_000122,2026-01-01,0.39492976583836237,0,Moderate,New,R. Ahmed,42
4981-FLTMF,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,evt_000123,2026-01-01,0.07758284405836352,0,Low,Queued,A. Khan,6
3985-HOYPM,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,evt_000124,2026-01-01,0.10009660716546706,0,Low,New,Unassigned,21
4654-ULTTN,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.8,5315.8,evt_000125,2026-01-01,0.040538854316968964,0,Low,Investigating,M. Ali,6
7750-EYXWZ,Female,0,No,No,12,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.65,743.3,evt_000126,2026-01-01,0.49031450798143866,0,Moderate,Queued,Unassigned,21
7218-HKQFK,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,evt_000127,2026-01-01,0.8757973782647777,1,Critical,New,Unassigned,24
7649-SIJJF,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,evt_000128,2026-01-01,0.03714967840482241,0,Low,Resolved,S. Fatima,38
6023-YEBUP,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,evt_000129,2026-01-01,0.9177036078870808,1,Critical,New,M. Ali,22
4039-PIMHX,Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,evt_000130,2026-01-08,0.06362275284596355,0,Low,Queued,M. Ali,45
9812-GHVRI,Female,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,evt_000131,2026-01-08,0.6201781233981504,1,High,Investigating,Unassigned,8
5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,evt_000132,2026-01-08,0.7090981590162059,1,High,New,S. Fatima,4
3756-VNWDH,Male,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,evt_000133,2026-01-08,0.498727489302691,0,Moderate,Queued,A. Khan,2
8532-UEFWH,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1345.85,evt_000134,2026-01-08,0.01944888459576859,0,Low,Investigating,Unassigned,18
3301-VKTGC,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),85.5,5696.6,evt_000135,2026-01-08,0.1480225177013732,0,Low,New,M. Ali,10
9039-RBEEE,Male,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,evt_000136,2026-01-08,0.2826757159563189,0,Moderate,Queued,Unassigned,6
8414-MYSHR,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,evt_000137,2026-01-08,0.912850660278695,1,Critical,New,M. Ali,12
4846-WHAFZ,Female,1,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,evt_000138,2026-01-08,0.7498565382537032,1,High,Queued,M. Ali,46
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,evt_000139,2026-01-08,0.047989409530771646,0,Low,New,A. Khan,38
6064-ZATLR,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,1498.65,evt_000140,2026-01-08,0.07302051025218372,0,Low,Resolved,S. Fatima,2
1085-LDWAM,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,evt_000141,2026-01-08,0.018694101262990526,0,Low,Resolved,S. Fatima,44
1536-HBSWP,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,evt_000142,2026-01-08,0.6584761988683923,1,High,New,Unassigned,11
4660-IRIBM,Male,0,Yes,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,87.9,1500.5,evt_000143,2026-01-08,0.6494143297041702,1,High,New,S. Fatima,20
0235-KGSLC,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.55,85.55,evt_000144,2026-01-08,0.8245301405092498,1,Critical,Queued,M. Ali,17
7359-WWYJV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,evt_000145,2026-01-08,0.10452771967275175,0,Low,Investigating,M. Ali,20
6848-HJTXY,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,1208.6,evt_000146,2026-01-08,0.010153279876551605,0,Low,Queued,M. Ali,36
4815-YOSUK,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),104.9,7537.5,evt_000147,2026-01-08,0.15213853659859994,0,Low,New,Unassigned,34
1136-XGEQU,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,evt_000148,2026-01-08,0.17185815416621827,0,Low,New,A. Khan,29
1122-YJBCS,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,evt_000149,2026-01-08,0.05136390597794051,0,Low,Resolved,Unassigned,30
9919-FZDED,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,evt_000150,2026-01-08,0.07455326831390367,0,Low,Queued,M. Ali,35
2955-PSXOE,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,evt_000151,2026-01-08,0.44176302845222937,0,Moderate,Investigating,A. Khan,10
5804-HYIEZ,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,evt_000152,2026-01-08,0.5257689097673368,1,High,Queued,M. Ali,20
8970-ANWXO,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,evt_000153,2026-01-08,0.41804804857142663,0,Moderate,Resolved,A. Khan,6
4647-MUZON,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,evt_000154,2026-01-08,0.7990278951107361,1,Critical,New,Unassigned,34
1945-XISKS,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,evt_000155,2026-01-08,0.009721821848789208,0,Low,New,S. Fatima,22
9465-RWMXL,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,evt_000156,2026-01-08,0.7528085742293471,1,Critical,Resolved,M. Ali,31
9637-CDTKZ,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.1,8086.4,evt_000157,2026-01-08,0.1351267861241764,0,Low,Resolved,R. Ahmed,27
1110-KYLGQ,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,evt_000158,2026-01-08,0.420338599086187,0,Moderate,New,R. Ahmed,14
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,evt_000159,2026-01-08,0.43244404381632334,0,Moderate,New,Unassigned,8
6543-XRMYR,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,evt_000160,2026-01-08,0.8537039895355101,1,Critical,Queued,Unassigned,46
1980-KXVPM,Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,256.25,evt_000161,2026-01-08,0.8495852239078665,1,Critical,New,R. Ahmed,15
0536-ACXIP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,evt_000162,2026-01-08,0.24664127663259822,0,Low,New,Unassigned,7
6726-NNFWD,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.45,6435.25,evt_000163,2026-01-08,0.11937661485130087,0,Low,Resolved,Unassigned,16
5057-RKGLH,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,evt_000164,2026-01-08,0.08049413744679002,0,Low,New,S. Fatima,43
7017-VFULY,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,evt_000165,2026-01-08,0.35490853312383847,0,Moderate,Investigating,Unassigned,14
5204-HMGYF,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,evt_000166,2026-01-08,0.10737226101172015,0,Low,New,A. Khan,47
1550-LOAHA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,evt_000167,2026-01-08,0.5736109410242437,1,High,New,Unassigned,23
4137-JOPHL,Female,0,No,No,50,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),89.7,4304.5,evt_000168,2026-01-08,0.17799208117506082,0,Low,Queued,Unassigned,41
9227-LUNBG,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,evt_000169,2026-01-08,0.7648715535905631,1,Critical,New,A. Khan,32
8033-VCZGH,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,evt_000170,2026-01-08,0.5496158759160819,1,High,Queued,Unassigned,4
1965-DDBWU,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,evt_000171,2026-01-08,0.7620395672292177,1,Critical,New,Unassigned,25
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,evt_000172,2026-01-08,0.6694669534633619,1,High,Resolved,M. Ali,21
1705-GUHPV,Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,evt_000173,2026-01-08,0.015079141347484313,0,Low,Investigating,S. Fatima,11
0684-AOSIH,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,evt_000174,2026-01-08,0.8722488868611639,1,Critical,Investigating,Unassigned,27
3173-NVMPX,Female,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.3,501.2,evt_000175,2026-01-08,0.5675904948660391,1,High,New,Unassigned,6
7005-CCBKV,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,556.35,evt_000176,2026-01-08,0.8616014929402801,1,Critical,New,A. Khan,34
9777-IQHWP,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),93.4,5822.3,evt_000177,2026-01-08,0.10334658511672391,0,Low,New,M. Ali,39
4302-ZYFEL,Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1403.1,evt_000178,2026-01-08,0.019233679788268985,0,Low,Queued,R. Ahmed,6
9430-NKQLY,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,evt_000179,2026-01-08,0.01145355346117339,0,Low,New,M. Ali,24
9135-HSWOC,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.7,1274.05,evt_000180,2026-01-08,0.012140957409986535,0,Low,New,M. Ali,32
4086-ATNFV,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,evt_000181,2026-01-08,0.12273388840438516,0,Low,New,A. Khan,4
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,evt_000182,2026-01-08,0.07786403639716491,0,Low,New,A. Khan,19
0096-BXERS,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,evt_000183,2026-01-08,0.6757147905181505,1,High,New,R. Ahmed,13
3011-WQKSZ,Male,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,377.55,evt_000184,2026-01-08,0.32024259330883115,0,Moderate,New,R. Ahmed,3
1567-DSCIC,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,evt_000185,2026-01-08,0.8688293009417498,1,Critical,New,R. Ahmed,38
8495-PRWFH,Female,1,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,evt_000186,2026-01-08,0.40207556104275427,0,Moderate,Queued,Unassigned,22
1087-UDSIH,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,evt_000187,2026-01-08,0.44173430680192394,0,Moderate,New,S. Fatima,36
4283-FUTGF,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.85,1471.75,evt_000188,2026-01-08,0.836979512256011,1,Critical,New,M. Ali,29
3229-USWAR,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,evt_000189,2026-01-08,0.19426316192759616,0,Low,Queued,A. Khan,42
8728-SKJLR,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,evt_000190,2026-01-08,0.5695190929453084,1,High,Investigating,M. Ali,47
5996-NRVXR,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,evt_000191,2026-01-08,0.30992830607153504,0,Moderate,New,M. Ali,29
6542-LWGXJ,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,evt_000192,2026-01-08,0.6945535082613253,1,High,Queued,A. Khan,18
4512-ZUIYL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.0,153.05,evt_000193,2026-01-08,0.7383477455410464,1,High,Resolved,A. Khan,21
4750-ZRXIU,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,evt_000194,2026-01-08,0.9151425102101541,1,Critical,Queued,A. Khan,39
5820-PTRYM,Female,1,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.45,4014.0,evt_000195,2026-01-08,0.08538041214531547,0,Low,Resolved,R. Ahmed,21
1265-HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,evt_000196,2026-01-08,0.07102458427835882,0,Low,Investigating,R. Ahmed,25
0390-DCFDQ,Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,evt_000197,2026-01-08,0.8394325093569968,1,Critical,New,Unassigned,10
3569-EDBPQ,Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,evt_000198,2026-01-08,0.6385311569978355,1,High,Queued,Unassigned,47
9972-NKTFD,Female,0,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1517.5,evt_000199,2026-01-08,0.2353750403014357,0,Low,Investigating,R. Ahmed,31
7571-YXDAD,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,evt_000200,2026-01-08,0.776992735354509,1,Critical,Resolved,A. Khan,17
6445-TNRXS,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,evt_000201,2026-01-08,0.12491712094523381,0,Low,Queued,R. Ahmed,28
7032-LMBHI,Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,evt_000202,2026-01-08,0.16956025642128836,0,Low,New,A. Khan,20
0004-TLHLJ,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,evt_000203,2026-01-08,0.8481522346364281,1,Critical,Queued,S. Fatima,9
0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,evt_000204,2026-01-08,0.13762045611559273,0,Low,New,S. Fatima,42
0422-UXFAP,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,evt_000205,2026-01-08,0.6168938596882868,1,High,Investigating,S. Fatima,42
2150-OEGBV,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,562.6,evt_000206,2026-01-08,0.08950459840881574,0,Low,Queued,M. Ali,40
3571-DPYUH,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,evt_000207,2026-01-08,0.25387219984331566,0,Moderate,Investigating,R. Ahmed,18
0685-MLYYM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.75,154.85,evt_000208,2026-01-08,0.8301090460636703,1,Critical,Investigating,Unassigned,13
7054-LGEQW,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,evt_000209,2026-01-08,0.5832651690532532,1,High,Queued,Unassigned,4
6164-HAQTX,Male,0,No,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.95,3888.65,evt_000210,2026-01-08,0.02226197039491061,0,Low,Queued,R. Ahmed,35
8938-UMKPI,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,evt_000211,2026-01-08,0.7622869084364887,1,Critical,Investigating,S. Fatima,17
7124-UGSUR,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,evt_000212,2026-01-08,0.4767018205038473,0,Moderate,Investigating,A. Khan,43
9378-FXTIZ,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,evt_000213,2026-01-08,0.2579572117151476,0,Moderate,Investigating,Unassigned,42
9274-CNFMO,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.95,308.7,evt_000214,2026-01-08,0.8600355764945162,1,Critical,New,R. Ahmed,7
8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,evt_000215,2026-01-08,0.7442498957223204,1,High,Queued,M. Ali,44
1956-YIFGE,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.05,2090.25,evt_000216,2026-01-08,0.5776805456457719,1,High,New,M. Ali,8
9286-DOJGF,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,evt_000217,2026-01-08,0.6656649863133626,1,High,Investigating,Unassigned,24
7748-UMTRK,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,evt_000218,2026-01-08,0.7870081383517139,1,Critical,Queued,R. Ahmed,23
7129-ACFOG,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8,283.95,evt_000219,2026-01-08,0.6709309120159946,1,High,Queued,S. Fatima,45
1471-GIQKQ,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.95,49.95,evt_000220,2026-01-08,0.627657991409386,1,High,New,R. Ahmed,32
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),74.1,5222.3,evt_000221,2026-01-08,0.030699753442083033,0,Low,New,S. Fatima,42
5709-LVOEQ,Female,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,80.85,,evt_000222,2026-01-08,0.2479581605002606,0,Low,Investigating,S. Fatima,29
1895-QTKDO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,evt_000223,2026-01-08,0.5764946248516479,1,High,New,M. Ali,39
6434-TTGJP,Male,0,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,evt_000224,2026-01-08,0.13915783129483522,0,Low,New,S. Fatima,41
3923-CSIHK,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,evt_000225,2026-01-08,0.6034680166947478,1,High,Resolved,R. Ahmed,41
